Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,11.230000,11.230000,11.230000,11.230000,11.008371,0
2021-05-11,11.210000,11.210000,11.210000,11.210000,10.988769,0
2021-05-12,11.170000,11.170000,11.170000,11.170000,10.949560,0
2021-05-13,11.180000,11.180000,11.180000,11.180000,10.959361,0
2021-05-14,11.210000,11.210000,11.210000,11.210000,10.988769,0
2021-05-17,11.200000,11.200000,11.200000,11.200000,10.978966,0
2021-05-18,11.200000,11.200000,11.200000,11.200000,10.978966,0
2021-05-19,11.180000,11.180000,11.180000,11.180000,10.959361,0
2021-05-20,11.210000,11.210000,11.210000,11.210000,10.988769,0
2021-05-21,11.210000,11.210000,11.210000,11.210000,10.988769,0
2021-05-24,11.230000,11.230000,11.230000,11.230000,11.008371,0
2021-05-25,11.260000,11.260000,11.260000,11.260000,11.037783,0
2021-05-26,11.250000,11.250000,11.250000,11.250000,11.027980,0
2021-05-27,11.230000,11.230000,11.230000,11.230000,11.008371,0
2021-05-28,11.240000,11.240000,11.240000,11.240000,11.035864,0
2021-06-01,11.230000,11.230000,11.230000,11.230000,11.026045,0
2021-06-02,11.240000,11.240000,11.240000,11.240000,11.035864,0
2021-06-03,11.220000,11.220000,11.220000,11.220000,11.016230,0
2021-06-04,11.260000,11.260000,11.260000,11.260000,11.055502,0
2021-06-07,11.250000,11.250000,11.250000,11.250000,11.045684,0
2021-06-08,11.270000,11.270000,11.270000,11.270000,11.065321,0
2021-06-09,11.300000,11.300000,11.300000,11.300000,11.094774,0
2021-06-10,11.320000,11.320000,11.320000,11.320000,11.114411,0
2021-06-11,11.310000,11.310000,11.310000,11.310000,11.104593,0
2021-06-14,11.290000,11.290000,11.290000,11.290000,11.084957,0
2021-06-15,11.280000,11.280000,11.280000,11.280000,11.075137,0
2021-06-16,11.250000,11.250000,11.250000,11.250000,11.045684,0
2021-06-17,11.290000,11.290000,11.290000,11.290000,11.084957,0
2021-06-18,11.330000,11.330000,11.330000,11.330000,11.124229,0
2021-06-21,11.290000,11.290000,11.290000,11.290000,11.084957,0
2021-06-22,11.300000,11.300000,11.300000,11.300000,11.094774,0
2021-06-23,11.290000,11.290000,11.290000,11.290000,11.084957,0
2021-06-24,11.290000,11.290000,11.290000,11.290000,11.084957,0
2021-06-25,11.270000,11.270000,11.270000,11.270000,11.065321,0
2021-06-28,11.300000,11.300000,11.300000,11.300000,11.094774,0
2021-06-29,11.310000,11.310000,11.310000,11.310000,11.104593,0
2021-06-30,11.310000,11.310000,11.310000,11.310000,11.121309,0
2021-07-01,11.310000,11.310000,11.310000,11.310000,11.121309,0
2021-07-02,11.330000,11.330000,11.330000,11.330000,11.140976,0
2021-07-06,11.370000,11.370000,11.370000,11.370000,11.180309,0
2021-07-07,11.390000,11.390000,11.390000,11.390000,11.199975,0
2021-07-08,11.410000,11.410000,11.410000,11.410000,11.219642,0
2021-07-09,11.360000,11.360000,11.360000,11.360000,11.170476,0
2021-07-12,11.360000,11.360000,11.360000,11.360000,11.170476,0
2021-07-13,11.330000,11.330000,11.330000,11.330000,11.140976,0
