Date,Open,High,Low,Close,Adj Close,Volume
2021-05-08,624.394409,657.544617,618.840698,646.100830,646.100830,3910931715
2021-05-09,646.312134,678.228394,631.465271,662.228577,662.228577,4321052943
2021-05-10,661.450012,690.931946,596.165894,631.351990,631.351990,5157435389
2021-05-11,631.240601,672.459412,623.249817,672.333923,672.333923,4865455319
2021-05-12,671.778870,684.137695,588.185181,588.185181,588.185181,4311561442
2021-05-13,592.954590,632.970703,530.238220,571.434509,571.434509,7417114170
2021-05-14,570.960510,614.485413,567.034729,603.128296,603.128296,3735474448
2021-05-15,602.554382,610.514160,561.168396,563.041687,563.041687,3480395174
2021-05-16,562.648926,606.003418,535.057373,562.829834,562.829834,4047395255
2021-05-17,564.445557,564.445557,485.997070,511.964386,511.964386,5123430659
2021-05-18,511.391998,534.177856,496.978546,508.022308,508.022308,3548216902
2021-05-19,508.862732,515.716553,283.453705,339.025482,339.025482,8779943654
2021-05-20,335.556732,424.294250,286.089447,393.612762,393.612762,7093839295
2021-05-21,391.541565,415.706726,275.392670,326.296326,326.296326,6291181865
2021-05-22,326.797791,335.734741,285.353424,299.504089,299.504089,3871242832
2021-05-23,300.035431,313.525146,213.516464,262.945679,262.945679,5336233746
2021-05-24,261.119537,350.273102,258.622711,345.309631,345.309631,6066277282
2021-05-25,345.489838,374.597198,307.729462,344.113983,344.113983,5656677341
2021-05-26,343.531982,387.765198,337.056976,379.854309,379.854309,4502557689
2021-05-27,379.693481,387.490082,340.890839,367.655792,367.655792,3965850350
2021-05-28,369.835693,373.313232,313.723022,329.879913,329.879913,4482824807
2021-05-29,328.986847,346.923950,296.570740,305.052155,305.052155,3070017878
2021-05-30,305.042572,337.742371,292.852356,325.784027,325.784027,3246314973
2021-05-31,325.808136,355.977142,307.944031,354.329346,354.329346,3865691845
2021-06-01,353.782532,364.320129,340.474243,362.794647,362.794647,3425775257
2021-06-02,362.360870,418.665131,350.956787,401.262329,401.262329,4486850584
2021-06-03,401.760834,432.308105,392.033173,427.807922,427.807922,4370188399
2021-06-04,428.187378,428.443146,366.274841,391.395325,391.395325,4951450795
2021-06-05,390.958801,425.902740,375.067505,390.431854,390.431854,3956143113
2021-06-06,390.236725,400.041168,382.344971,393.820221,393.820221,2101917655
2021-06-07,393.654663,407.375671,355.975464,357.310211,357.310211,2927240962
2021-06-08,358.165436,365.923187,320.238007,354.001373,354.001373,4491122307
2021-06-09,352.765930,378.741364,334.419098,375.734680,375.734680,3543408536
2021-06-10,375.669006,376.950195,345.517670,352.183197,352.183197,2505012942
2021-06-11,352.084839,365.303986,341.477356,345.933685,345.933685,2269923678
2021-06-12,345.901703,348.878571,325.817719,343.741028,343.741028,2146761411
2021-06-13,344.042847,369.058044,331.111938,366.648956,366.648956,2171880359
2021-06-14,365.754700,377.018646,355.310944,368.792755,368.792755,2271215183
2021-06-15,372.736847,379.659851,363.934998,373.566162,373.566162,2246535807
2021-06-16,366.816620,366.816620,343.648560,347.033447,347.033447,1626149384
2021-06-17,347.212372,362.259399,346.037537,352.738525,352.738525,1379161855
2021-06-18,353.013367,357.074280,328.047333,336.809692,336.809692,1613940591
2021-06-19,337.552277,345.459595,332.096497,335.712830,335.712830,1140833816
2021-06-20,334.650940,340.789520,310.775879,340.067200,340.067200,1756674565
2021-06-21,339.326630,341.799347,269.433685,270.984436,270.984436,2911962314
2021-06-22,270.793396,291.022583,226.297836,261.818085,261.818085,4089344405
2021-06-23,262.058197,309.126434,252.203140,294.490295,294.490295,3170293549
2021-06-24,296.263947,316.190765,281.984711,308.397034,308.397034,2323626593
2021-06-25,308.582031,313.977081,275.838196,281.620911,281.620911,2317971593
2021-06-26,281.133942,289.949799,264.601013,279.438049,279.438049,1921847994
2021-06-27,279.865295,291.148926,270.289917,290.567017,290.567017,1521388056
2021-06-28,290.818695,298.720612,283.951843,289.534119,289.534119,1722578691
2021-06-29,289.919128,315.439331,289.221161,300.211548,300.211548,1946428384
2021-06-30,300.958801,304.801361,281.778015,303.295868,303.295868,1903538448
2021-07-01,303.527374,303.527374,281.579132,288.218414,288.218414,1357794786
2021-07-02,287.754456,290.621674,277.350311,287.423096,287.423096,1133632645
2021-07-03,287.215607,302.605865,283.434021,298.237122,298.237122,1113777297
2021-07-04,298.113556,314.713013,292.787384,307.732086,307.732086,1387395766
2021-07-05,307.684845,307.684845,293.523468,302.377991,302.377991,1504869977
2021-07-06,302.195587,321.520966,302.195587,320.934814,320.934814,2203265498
2021-07-07,320.191772,339.167664,318.529968,327.522461,327.522461,2067233169
2021-07-08,327.957855,327.957855,305.075439,310.427124,310.427124,1883785090
2021-07-09,310.010284,319.443909,301.828217,316.484528,316.484528,1358583891
2021-07-10,316.996307,320.939270,310.886902,316.140137,316.140137,1179686219
2021-07-11,316.056366,326.751801,312.639008,322.031647,322.031647,1189805384
2021-07-12,322.034912,334.282074,309.142059,316.328186,316.328186,1614469810
2021-07-13,316.268890,318.295135,305.489410,308.811157,308.811157,1231759805
2021-07-14,308.952606,313.215790,290.662384,309.406372,309.406372,1646743038
2021-07-15,309.500641,323.885895,301.656677,315.244019,315.244019,2242114046
2021-07-16,315.691101,322.997772,301.932495,302.985596,302.985596,1688212208
2021-07-17,302.934845,306.530853,295.387482,300.497925,300.497925,1298507379
2021-07-18,300.595978,309.114258,299.972260,302.480499,302.480499,1254819647
2021-07-19,302.268219,303.829193,279.708527,280.018616,280.018616,1514754521
2021-07-20,280.564972,283.206146,255.850754,264.782379,264.782379,1819454491
2021-07-21,264.494751,298.791748,261.226379,292.531372,292.531372,1957623339
2021-07-22,293.142670,298.403900,287.733368,293.641144,293.641144,1495118544
2021-07-23,293.601318,300.993774,281.696106,299.282990,299.282990,1849700307
2021-07-24,299.047852,307.840515,296.111511,302.071869,302.071869,1644709273
2021-07-25,301.846619,304.057892,292.890625,302.436157,302.436157,1351522797
2021-07-26,302.732880,327.635284,301.097412,304.478241,304.478241,2572081528
2021-07-27,304.124268,318.371826,298.481812,313.602600,313.602600,1870220991
2021-07-28,314.055115,318.442291,308.223450,313.428650,313.428650,1626648048
2021-07-29,313.619232,319.759003,309.144531,316.749451,316.749451,1384576144
2021-07-30,317.064087,325.250122,307.009766,322.909363,322.909363,1588918308
2021-07-31,322.538879,338.025146,317.685913,333.549591,333.549591,1717984015
2021-08-01,332.292694,347.417603,329.341736,333.484009,333.484009,1788390755
2021-08-02,332.923218,338.042328,326.415283,331.103119,331.103119,1348495243
2021-08-03,330.872040,334.634979,318.062836,322.747742,322.747742,1365471563
2021-08-04,323.506073,336.967468,320.041260,334.918793,334.918793,1279262186
2021-08-05,334.912720,340.048431,323.897095,337.873871,337.873871,1551187442
2021-08-06,337.947968,347.042969,331.659668,342.136993,342.136993,1623970506
2021-08-07,342.376434,359.750214,340.593842,355.741364,355.741364,1903003766
2021-08-08,356.266541,359.738617,337.252716,342.064758,342.064758,1547133821
2021-08-09,341.916290,357.399323,333.671448,354.966827,354.966827,1648422571
2021-08-10,354.449615,375.722931,349.313324,371.954376,371.954376,2150475826
2021-08-11,372.093719,408.589020,371.216217,391.757050,391.757050,2542670896
2021-08-12,391.405273,406.091553,372.220215,385.818970,385.818970,2217067872
2021-08-13,386.044067,411.170532,383.216766,410.944885,410.944885,1724229835
2021-08-14,410.783539,418.921265,400.752045,409.034485,409.034485,2023364348
2021-08-15,408.982208,414.931000,396.865204,414.595032,414.595032,1826134192
2021-08-16,414.357666,436.618408,411.123260,417.470856,417.470856,2620571467
2021-08-17,416.069122,435.723206,399.745911,401.908905,401.908905,2572609791
2021-08-18,401.882050,412.306244,387.815887,398.251465,398.251465,2288117050
2021-08-19,396.494385,431.260223,391.495056,430.988861,430.988861,2549215331
2021-08-20,430.975037,457.603729,422.080170,454.936310,454.936310,2451578694
2021-08-21,455.133392,460.255707,444.977661,448.920258,448.920258,2120660728
2021-08-22,449.225616,458.402893,439.168213,449.053497,449.053497,1826865701
2021-08-23,449.105469,509.342712,447.666382,499.890594,499.890594,3857489743
2021-08-24,500.217712,504.102325,461.755981,471.595459,471.595459,2978438301
2021-08-25,472.202026,506.295166,470.639221,502.786255,502.786255,3289398273
2021-08-26,503.552490,518.756348,472.031769,479.006104,479.006104,3277913533
2021-08-27,478.630157,495.012329,467.901184,494.498688,494.498688,2563319587
2021-08-28,494.670624,496.885406,483.324249,486.196930,486.196930,1676741698
2021-08-29,486.208588,495.676300,477.200806,480.283020,480.283020,1763538464
2021-08-30,480.289948,481.131653,458.153290,459.490753,459.490753,2007036766
2021-08-31,460.623993,477.282227,452.485168,464.418732,464.418732,2378049328
2021-09-01,464.272919,490.068726,455.758087,490.068726,490.068726,2303587593
2021-09-02,489.859894,504.541260,480.036896,483.921051,483.921051,2324361979
2021-09-03,483.756592,494.395203,475.225891,488.604706,488.604706,2051522050
2021-09-04,488.407013,510.057648,485.856110,498.078430,498.078430,2310249697
2021-09-05,497.704865,505.116699,489.474915,504.619873,504.619873,1899639214
2021-09-06,504.698090,508.822235,488.678955,495.925018,495.925018,2206397359
